de	of
invoquèrent	invoked
invoquaient	invoked
interrogés	questioned
interrogez-le	ask him
intercédez	intercede
intercèdent	intercede
injurient	insult
hérite	inherited
hâterai	will hurry
habitez-les	inhabit them
grands-prêtres	high priests
frayé	spawned
fondrai	will melt
festons	festoons
fera-t-on	will we do
enté	entered
entrelacées	intertwined
ensemenceras	will sow
enjôleuses	flirtatious
enfers	hells
efforcez-vous	try hard
d’Éphèse	from Ephesus
d’Éla	of Ela
d’ouvrages	of works
d’oreille	ear
d’intervenir	to intervene
d’importance	of importance
d’humains	of humans
d’encouragement	of encouragement
d’attention	of attention
d’acheter	to buy
d’Ouzza	from Ouzza
d’Oreb	from Oreb
d’On	Don
d’Haman	of Haman
d’Ephrata	from Ephrata
d’Eliashib	of Eliashib
d’Ashéra	of Asherah
d’Ararat	from Ararat
d’Amos	of Amos
d’Akbor	from Akbor
d’Ahiloud	from Ahiloud
dévoreras	you will devour
détracteurs	detractors
désolerai	I will be sorry
dépêchez-vous	hurry up
débonnaireté	good nature
dorme	sleep
donne-le	give it
diraient-elles	they would say
dieux-là	gods-there
d'œuvres	of works
d'oublier	to forget
d'intérêt	of interest
d'indignation	of indignation
d'automne	autumn
d'assoupissement	of drowsiness
d'ardeur	of ardor
d'anciennes	old ones
d'amitié	of friendship
d'Oholibama	of Oholibamah
d'Haï	from Hai
d'Hammedatha	of Hammedatha
d'Eshcol	from Eshcol
d'Ephrata	from Ephrata
d'Eglon	of Eglon
d'André	from André
d'Ammishaddaï	of Ammishaddai
d'Adoullam	from Adoullam
d'Adin	from Adin
d'Ada	from Ada
d'Achéra	from Ashera
d'Achithophel	of Ahithophel
d'Achilud	of Achilud
d'Abihaïl	of Abihail
cuiront	will cook
cueilleras	will pick
couve	cover
couronnera	will crown
contestèrent	contested
connussent	knew
connaît-il	does he know
concertèrent	concerted
comptées	counted
commencements	beginnings
clôtures	fences
circoncirez	circumcise
châties	punished
bâtisses	buildings
brillé	shined
boiteuse	lame
boite	box
battez	beat
basses	bass
baptiseur	baptizer
aveuglent	blind
aveugle-né	born blind
assiégera	will besiege
approchée	approached
approchâtes	approached
années-là	years ago
amenez-les-moi	bring them to me
amenez-le-moi	bring him to me
allants	going
akkadien	Akkadian
agissante	active
affranchira	will free
affligerez	will afflict
accourait	was running
accorde-nous	grant us
Zéresh	Zeresh
Zerachja	Zerachia
Tsurishaddaï	Tsurishaddai
Pharets	Lighthouses
Nébuzar-adan	Nebuzar-adan
Mézahab	Mezahab
Mésac	Mesac
Jezraël	Jezrael
Jetser	Throw
Jerija	Jerijah
Hélôn	Helon
Haute-Egypte	Upper Egypt
Hasaël	Hasael
Gueschuriens	Gueschurians
Gochên	Gochen
Gazzam	gazzam
Etsjon-Guéber	Etsjon-Géber
Eloï	Eloi
Déuel	Deuel
Bâtis-moi	Build me
Baal-Tsephon	Baal-Zephon
Baal-Hanân	Baal-Hanan
Ashkelôn	Ashkelon
Appelle-la	Call her
Adoni-Bézek	Adoni-Bezek
-qui	-Who
-la	-there
’el	'the
‘Ne	'Born
‘Maudit	'Cursed
‘Les	'THE
‘Amen	'Amen
épurés	purified
émurent	moved
élèves	students
élevez-vous	rise up
écrivez	write
ç'a	That
Élealé	Elealé
voudra-t-elle	will she want
vingt-six	twenty six
verses-y	pour it
veillerait	would watch
t’importe	you don't care
t’effraie	scares you
t’arrive	you arrive
t’apporter	bring you
t’abandonnera	will abandon you
triomphé	triumph
trente-sixième	thirty-sixth
trente-quatre	thirty-four
transféré	transferred
traite-les	treat them
tournoiera	will spin
tonnante	thunderous
tinteront	will ring
tiendras-tu	will you hold
tenteras	will try
tarda	late
t'être	to be you
t'irriter	to irritate you
t'instruire	to educate you
t'entourent	surround you
s’étendant	extending
s’éloignera	will go away
s’ouvriront	will open
s’incliner	to bow
s’entête	persists
s’entretint	talked
s’ensuive	follows
s’enrichit	gets rich
s’engagèrent	engaged
s’enfuiront	will run away
s’enflamme	ignites
s’assembla	assembled
s’affermit	strengthens
s’adressent	address
s’abstenir	refrain
s’abat	falls
séparez-vous	separate yourself
sépareront	will separate
sèmera	will sow
supplée	supplement
solidaires	solidarity
sautera	will jump
sanctifiées	sanctified
sacrifiant	sacrificing
s'étonnèrent	were surprised
s'écroula	collapsed
s'écoule	flows
s'échappent	escape
s'opposèrent	opposed
s'inquiète	worries
s'humilièrent	humbled themselves
s'envolera	will fly away
s'engage	commits
s'enfle	swells
s'embrase	ignites
s'embarqua	embarked
s'assemblaient	were assembling
s'accordent	agree
s'accomplissent	are accomplished
s'accomplirent	were accomplished
rêveries	daydreams
rétributions	remunerations
réduises	reduced
roule-toi	roll yourself
rompirent	broke up
roidi	stiffened
reçois-le	receive it
retires	withdraw
retenions	let's remember
respirerai	will breathe
rentraient	were returning
renouvelles	renews
regardions	let's look
reculeront	will back down
reconnaissait	recognized
rebellèrent	rebelled
ravissent	delight
ramenais	brought back
qu'entre	that between
qu'appartiennent	that belong
qu'Hérode	that Herod
qu'Abimélec	that Abimelech
périrai	will perish
pécherez	you will sin
pussent	could
prudente	cautious
prospéré	prosperous
prompts	prompt
promené	walked
prends-y	take it
poursuis-tu	do you continue
portez-vous	are you wearing
plaisais	pleased
plaidera	will plead
perpétuelles	perpetual
pernicieuse	pernicious
parlât	spoke
osez-vous	do you dare
oculaires	eyepieces
n’échappe	does not escape
n’irai	will not go
n’exposeras	will not expose
n’arrivent	do not arrive
n’ai-je	have I not
n’accomplirez	will not accomplish
nourriciers	feeders
n'éclate	does not burst
n'irez	won't go
n'endurcissez	don't harden
n'avions	we had not
n'arrivent	do not arrive
n'accomplit	does not accomplish
m’était	was to me
m’offrent	offer me
m’environnent	surround me
m’entouraient	surrounded me
m’avoir	have me
multipliiez	multiply
mourût	died
montrât	showed
meubles	furniture
maison-de-la-forêt-du-Liban	house-of-the-forest-of-lebanon
m'outragent	outrage me
m'opposer	oppose me
m'interroges-tu	you ask me
m'aurait	would have me
m'atteigne	reach me
m'appartiendront	will belong to me
m'adorer	adore me
l’événement	the event
l’évangile	the gospel
l’éleva	the raised
l’éfod	the efod
l’ulcère	ulcer
l’offrit	the offer
l’interdiction	the ban
l’inquiétude	worry
l’incendie	the fire
l’impiété	impiety
l’immortalité	immortality
l’hypocrisie	hypocrisy
l’hirondelle	the swallow
l’habite	the inhabitant
l’habileté	the skill
l’examen	the exam
l’endurance	endurance
l’encontre	the encounter
l’aliment	the food
l’abandonne	abandon it
l’Italie	Italy
légions	legions
livreront-ils	will they deliver
libéralités	gifts
laverez	you will wash
lapidée	stoned
langueurs	languor
l'écoutèrent	listened to him
l'économe	the economist
l'exécution	execution
l'exaucerai	I will grant it
l'envoyait	sent it
l'enverrai	will send it
l'entendent	hear it
l'enseigner	teach it
l'empêcher	prevent it
l'emmener	take him away
l'avertissement	the warning
l'avarice	greed
l'aies	have it
l'aider	help him
l'affamé	the hungry one
l'abattement	the abatement
l'abandonna	abandoned him
l'abaissement	the lowering
l'Israélite	the Israelite
l'Ismaélite	the Ishmaelite
l'AT	the AT
j’ôterai	I will remove
j’affermirai	I will strengthen
justifiant	justifying
jeûnent-ils	are they fasting
j'ébranlerai	I will shake
j'ouvre	I open
j'atteindrai	I will reach
j'ajouterai	I will add
irions-nous	would we go
hâtera	will hasten
hurle	screams
gémirez	you will moan
grossirent	grew bigger
grillons	crickets
garde-moi	keep me
fût-ce	even if it was
fument	smoke
fraudes	frauds
fortifie-le	strengthen him
firent-ils	did they do
fiancés	engaged
feront-ils	will they do
favoriseras	will favor
faisons-nous	do we do
exécrables	execrable
exposées	exposed
expliqueras-tu	will you explain
exerçant	exercising
entrelacés	intertwined
enivrez-vous	get drunk
employées	employees
embrasera	will ignite
d’êtres	of beings
d’écrire	describe
d’Ésaïe	of Isaiah
d’Écron	from Ecron
d’oublier	to forget
d’oreilles	of ears
d’irrigation	irrigation
d’incisions	of incisions
d’esclavage	of slavery
d’amande	almond
d’Héli	from Heli
d’Hermas	of Hermas
d’Etam	from Etam
d’Eliab	by Eliab
d’Antiochos	of Antiochus
d’Ammiel	of Ammiel
d’Adma	from Adma
dévoileras	will reveal
détruirais-tu	would you destroy
dégradations	degradations
défendirent	defended
dédiera	will dedicate
découvrant	discovering
donnez-le	give it
dis-le-nous	tell us
dirigeras	will lead
devrais-je	should i
d'épaisseur	thick
d'Étam	from Etam
d'Éliashib	of Eliashib
d'occident	from the West
d'insectes	of insects
d'image	of image
d'holocaustes	of holocausts
d'exemple	example
d'enfanter	to give birth
d'aussi	of also
d'araignée	spider
d'apparat	ceremonial
d'adresser	to address
d'achat	purchase
d'absinthe	absinthe
d'Imri	from Imri
d'Hégaï	of Hegai
d'Héden	of Heden
d'Eliasib	of Eliasib
d'Anath	from Anath
d'Akrabbim	from Akrabbim
d'Ahava	from Ahava
d'Aczib	from Aczib
d'Abichaïl	of Abishail
cultivées	cultivated
croissaient	were growing
contemplez	contemplate
consolez	console
connaîtra-t-on	will we know
confesseront	will confess
commerçaient	traded
combattrez	will fight
claires	clear
chétifs	puny
chose-là	thing-there
chancelé	staggered
catégories	categories
bâtissez-vous	build yourself
broieras	crushers
blasphémateurs	blasphemers
besaces	bags
ba‘al	ba'al
bannit	banished
attendez-vous	are you waiting for?
articles	items
arrêtez-vous	stop
appesantie	weighed down
amenez-les	bring them
allez-vous	are you going
affiné	refined
achetait	bought
aboutissaient	resulted
abondiez	abound
Zérachites	Zerachites
Tubal-Caïn	Tubal-Cain
Syméon	Simeon
Shéshaï	Sheshai
Shedéur	Shedeur
Schebania	Shebania
Réhob	Rehob
Quir-Hérès	Quir-Heres
Qiriataïm	Qiryataim
Qedémoth	Qedemoth
Pirathon	Pirate
Nisân	Nisan
Nethaneël	Nethaneel
Mérajoth	Merajoth
Matthnaï	Matthnai
Mahlôn	Mahlon
Jéhojachin	Jehoiachin
Jure-le-moi	Swear it to me
Hébal	Hebal
Hamathiens	Hamathites
Habed-négo	Habed-nego
Guédor	Guedor
Glorifiez-vous	Glory to yourself
Gennésareth	Gennesaret
Gabaonite	Gibeonite
Eléalé	Eleale
Edréï	Edrei
Ebed-Mélek	Ebed-Melek
Délila	Delilah
Dischon	Dishon
Dieu-Puissant	God-Mighty
Cushaï	Cushai
Carée	Square
Bézek	Bezek
Bélah	Belah
Beth-sémes	Beth-semes
Arvadiens	Arvadians
Achimélech	Ahimelech
-que	-that
-je	-I
-des	-of the
était-ce	was it
étaient-ils	were they
éprouvées	proven
éclaircis	clarified
voulus	wanted
vieilliront	will grow old
ventres	bellies
venions	let's come
vengeras	revenge
va-t-en	go away
t’écouteront	will listen to you
t’es-tu	are you
t’envoyer	send you
t’empêche	prevents you
t’aurais	you would have
t’adresser	to address you
t’acheter	buy you
ténébreuse	dark
troubla	troubled
tressaillira	will shudder
transporterai	will transport
traite-le	treat it
trafiquait	was trafficking
tournerez	will turn
tourmentent	torment
tordra	will twist
tondait	was mowing
tarderas-tu	will you delay
tança	scold
tambours	drums
t'éprouver	to test you
t'écouter	listen to you
t'écoutent	listen to you
t'éclairera	will enlighten you
t'oins	anoint yourself
t'eusse	you would have
t'enfantera	will give birth to you
t'assiégera	will besiege you
t'apporter	bring you
s’élèveront	will rise
s’élevèrent	rose up
s’entretenait	was talking
s’enrichir	to get rich
s’engage	commits
s’effondrent	collapse
s’effondre	collapses
s’agite	gets agitated
s’accorde	agrees
séduira	will seduce
suscitait	aroused
sucé	sucked
suceront	will suck
stalles	stalls
soutint	supported
soufflets	bellows
soir-là	that evening
shephéla	shephela
servirait-il	would it serve
serreront	will tighten
sauvait	saved
sauras-tu	will you know
sait-il	does he know
saisissaient	seized
s'étonnait	was surprised
s'éloigneront	will move away
s'ébranlent	are shaking
s'ouvriront	will open
s'opposent	oppose
s'irritera	will get angry
s'enflammerait	would ignite
s'attire	attracts
s'assure	makes sure
s'associa	associated
s'amassent	are gathering
s'abat	falls
rôtie	roasted
réponds-nous	answer us
rompues	broken
revêtais	I put on
revivent	revive
retournerons	will return
restez-y	stay there
restes-y	stay there
restes-tu	do you stay
ressemblais	looked like
repentez	repent
renouvelés	renewed
remuent	stir
remplissais	filled
relève-nous	lift us up
redemande	ask again
reconnaîtra-t-on	will we recognize
recevrions	would receive
recevra-t-il	will he receive
rebellée	rebelled
rappelle-toi	remember
rangeront	will tidy up
ramène-nous	bring us back
ramassera	will pick up
qu’Élie	that Elijah
qu’a-t-il	what does he have
querellaient	were quarreling
quatre-vingt-huit	eighty-eight
qu'avons-nous	what do we have
qu'appartient	what belongs
qu'Elisée	that Elisha
publiant	publishing
prêchèrent	preached
prévaudront	will prevail
proviendra	will come from
prosterne-toi	bow down
profanerais	would desecrate
priâmes	prayed
pressante	pressing
prendras-tu	will you take
pourrissent	rot
porterais	would wear
ploie	bend
patriarcale	patriarchal
passez-vous	do you pass
pardonnez-vous	forgive yourself
pais	country
outragés	outraged
offre-le	offer it
n’osa	didn't dare
n’entreras	will not enter
n’effectuerez	will not perform
n’agissez	don't act
nétheq	netheq
négociants	traders
neufs	new
n'observent	do not observe
n'impute	does not impute
n'entendez-vous	don't you hear
n'enseignera	will not teach
n'appartiennent	do not belong
m’épuise	exhausts me
m’offre	offers me
m’enlever	take me away
m’appartiendront	will belong to me
méritez	deserve
méprisais	despised
mènes	leads
montrerez	will show
missent	miss
mentait	was lying
mangeassent	were eating
magicienne	magician
m'étant	being me
m'écoutait	listened to me
m'instruiras	will instruct me
m'inflige	inflicts on me
m'exauça	granted me
m'ayez	have me
m'aviez	had me
m'approcherai	I will approach
m'approchai	I approached
m'appela	called me
l’étroit	the narrow
l’égorge	the throat cut
l’égal	legal
l’outrage	the outrage
l’oncle	the uncle
l’issue	the outcome
l’inspiration	inspiration
l’inauguration	the inauguration
l’ignorance	ignorance
l’estime	esteem
l’enterrer	bury it
l’entendent	hear it
l’emmener	take him away
l’embrasse	kiss him
l’aurais	would have it
l’audace	audacity
l’appeler	call him
l’ancre	the anchor
l’amène	bring it
l’amener	bring it
l’aimez	love it
l’aima	loved him
l’acheteur	the buyer
l’acheter	buy it
l’accomplir	to accomplish it
l’accompagnait	accompanied him
l’abominable	the abominable
l’abaissement	the lowering
l’Anti-Liban	Anti-Lebanon
l’Agaguite	Agagite
lustrale	lustral
livras	delivered
livrai	delivered
litières	litters
lectures	readings
laverais	would wash
lassent	tired
larrons	thieves
lapiderez	you will stone
languissantes	languid
l'événement	the event
l'établirai	I will establish it
l'égorge	the throat cut
l'écris	write it
l'urim	the urim
l'orfraie	the osprey
l'ont-ils	did they have it
l'offrirez	you will offer it
l'insulte	the insult
l'indigène	the native
l'incrédulité	disbelief
l'ignore	ignore him
l'horizon	the horizon
l'escabeau	the stepladder
l'entourait	surrounded him
l'encadrement	the framing
l'avorton	the abortion
l'avis	the opinion
l'aventure	the adventure
l'appelant	the caller
l'adore	love it
l'acheter	buy it
l'accomplis	the accomplished
l'accident	the accident
j’étendrai	I will extend
j’ouvre	I open
j’apprends	I learn
j’appartiens	I belong
jurées	jurors
j'appelai	I called
irait-il	would he go
invoquant	invoking
instituées	established
infructueuse	unsuccessful
incirconcise	uncircumcised
impénétrables	impenetrable
imitiez	imitate
illicites	illicit
hydropique	dropsical
hadès	hades
glorifieras	glorify
glorifierait	would glorify
gisants	recumbent
gardées	kept
ganses	braids
fécondes	fertile
fume	smoked
fuie	escape
frappées	struck
fracasse	smash
flétriront	will wither
fermerai	will close
fatigueront	will tire
exulteront	will exult
expiatoires	expiatory
exhortèrent	exhorted
eut-il	did he have
ensemencées	seeded
engloutira	will swallow
d’œil	by eye
d’étourdissement	of dizziness
d’établir	to establish
d’écailles	of scales
d’Éthiopie	from Ethiopia
d’Élazar	of Elazar
d’important	important
d’humilité	of humility
d’honneurs	of honors
d’hiver	winter
d’exercer	to exercise
d’attendre	to wait
d’attelage	hitch
d’assurance	insurance
d’armées	of armies
d’amandier	almond tree
d’action	of action
d’Hérodiade	of Herodias
d’Abiathar	of Abiathar
d’Abiatar	from Abiatar
d’Abdias	of Obadiah
dévouèrent	devoted
dévastations	devastations
détruis-les	destroy them
détruiras-tu	will you destroy
détournerez	will turn away
détourneraient	would divert
détournait	diverted
détestera	will hate
désirera	will desire
délivrais	delivered
dégage-toi	get out of here
découragèrent	discouraged
déclarez-le-moi	tell me
dites-le	say it
devrait-il	should he
demeurassent	remained
d'êtres	of beings
d'étrangers	of foreigners
d'Élazar	of Elazar
d'ivresse	drunkenness
d'installation	installation
d'ennemis	of enemies
d'aumônes	of alms
d'atteindre	to reach
d'apprendre	to learn
d'aide	help
d'accusation	of accusation
d'abandonner	to give up
d'Oded	from Oded
d'Ish-Bosheth	from Ish-Bosheth
d'Eté	summer
d'Elon	from Elon
d'Akor	of Akor
d'Agag	from Agag
d'Adonikam	of Adonikam
d'Adiel	from Adiel
d'Abel-Mehola	of Abel-Mehola
d'Abdi	from Abdi
crûrent	grew
coûté	cost
corolles	corollas
convinrent	agreed
consultez-vous	do you consult
conspirent	conspire
classés	classified
circoncisez	circumcise
chercherai-je	will i look for
chauds	hot
chancelaient	were tottering
ceinte	belt
camperai	I will camp
battîmes	built
aurions-nous	would we have
astreints	constrained
assures	assure
assembleras	will assemble
arrêtées	arrested
approcherez	will approach
amulettes	amulets
amendez	amend
amasseras	will collect
allât	went
allons-y	let's go
agréerai	I will agree
abusez	abuse
absteniez	abstain
abstenez-vous	refrain
Zaccaï	Zaccai
Témanite	Temanite
Tsélophcad	Tselophcad
Toubal-Caïn	Toubal-Cain
Thébets	Thebets
Sésac	Sesac
Shéphatia	Shephatia
Shimrôn	Shimron
Sankhérib	Sankherib
Pénuël	Penuel
Nétophathite	Netophathitis
Minyamîn	Minyamin
Marésa	Maresa
Karéakh	Kareakh
Karéah	Kareah
Jéush	Jeush
Jérubbahal	Jerubbahal
Jérubbaal	Jerubbaal
Jérobaal	Jerobaal
Jéhosuah	Jehosuah
Jugez-en	Judge for yourself
Josédec	Josedec
Jizreélite	Jezreelite
Itthaï	Itthai
Hégaï	Hegai
Enée	Aeneas
Dison	Let's say
Dishôn	Dishon
Cusaï	Cusai
Chusaï	Chusai
Béer-Sébah	Beer-Sebah
Beth-Hakkérem	Beth-Hakkerem
Askélon	Askelon
Akhitophel	Ahithophel
Ahimélec	Ahimelech
Ahimân	Ahiman
‘J'ai	'I have
étonnez-vous	be surprised
émus	moved
égarements	wanderings
écuyers	squires
écris-le	write it
Éthan	Ethan
Éphrata	Ephrata
Énosh	Enosh
Élischama	Elishama
Élimélec	Elimelech
Éliaqim	Eliakim
Ébed-Mélec	Ebed-melech
vêtira-t-il	will he dress
visitée	visited
ville-ci	city ​​here
verrait-il	would he see
verrais	would see
verrai-je	will i see
veillons	let's watch
t’ordonnerai	I will order you
t’humilier	humiliate you
t’arrachera	will tear you away
témoignèrent	testified
tue-les	kill them
très-bien	Alright
tressés	braided
tressaille	shudder
trente-cinquième	thirty-fifth
transgressent	transgress
tiendraient	would hold
t'étonne	you are surprised
t'épargnera	will spare you
t'enfuiras	you will run away
t'arriveront	will happen to you
t'adjure	I adjure you
t'accordera	will grant you
t'abats-tu	are you falling down
s’évanouissent	fade away
s’éloigneront	will move away
s’égarent	go astray
s’occupait	was taking care of
s’occupaient	were taking care of
s’obscurcissent	darken
s’exercent	are practicing
s’entêta	persisted
s’affermira	will strengthen
s’accordent	agree
sépulcrale	sepulchral
séparerai	will separate
supplanté	supplanted
soutenait	supported
soupirons	let's sigh
souffrirait	would suffer
soit-elle	be it
semant	sowing
sautaient	were jumping
sans-loi	lawless
salaires	wages
s'éteindre	to turn off
s'éteigne	goes out
s'égaient	are having fun
s'écroulent	collapse
s'unit	unites
s'envolent	fly away
s'ensuive	follows
s'enivrer	get drunk
s'engager	to engage
s'enfuyaient	were running away
s'efface	fades away
s'appliquer	apply
s'apaisèrent	calmed down
s'affermissent	are strengthening
s'adonnent	indulge
s'abandonne	gives up
révère	revere
répondîtes	answered
répandais	spread
réformez	reform
roulera	will roll
retires-tu	do you withdraw
respecteras	will respect
reposes	rest
renfermés	closed
rendrai-je	will i return
remplirons	will fill
relève-moi	pick me up
relâchons	let's release
refuseras-tu	will you refuse
refusais	refused
recueillait	collected
rebâtisse	rebuild
ravagera	will ravage
range	tidy
ramène-les	bring them back
raconte-leur	tell them
quoiqu’il	although he
quatre-vingt-six	eighty six
quatre-vingt-sept	eighty seven
quatre-vingt-deux	eighty-two
qu'était	what was
qu'ont-elles	what do they have
qu'enseigne	what teaches
qu'Haman	that Haman
qu'Amatsia	that Amaziah
qu'Abram	that Abram
péchons	let's sin
purifieront	will purify
pulvérisera	will spray
puisqu’elle	since she
préserve-moi	preserve me
préparez-le	prepare it
prosternez	bow down
prospérerez	will prosper
presseras	will press
prescrivis	prescribed
pourrait-elle	could she
portes-tu	are you wearing
plaidons	let's plead
pillâmes	pillaged
persista	persisted
perceront	will pierce
perceras	will pierce
paîtras	will graze
parlas	speak
parchemins	parchments
paraient	appear
ouïrent	heard
ouvrez-vous	open up
obéisses	obey
n’êtes-vous	aren't you
n’épargnerai	will not spare
n’entende	don't hear
n’arrête	don't stop
notoires	notorious
nazaréens	Nazarenes
n'use	do not use
n'offrirai	will not offer
n'entrerais	would not enter
n'emprunteras	will not borrow
n'agis	don't act
n'abandonnera	will not give up
m’honore	honors me
m’entoure	surrounds me
m’enlève	take me away
m’empêcher	prevent me
m’asseoir	sit down
m’arrêter	stop me
m’appelez	call me
m’accuser	accuse me
méprisera-t-il	will he despise
murées	walled up
montais	I was going up
monstruosités	monstrosities
mixtionné	mixed
mettons-nous	let's put ourselves
marchez-y	walk there
m'écarte	push me aside
m'outrage	outrage me
m'ont-ils	did they tell me
m'exauces	grant me
m'eut	had me
m'estime	esteem me
m'entourent	surround me
m'effrayer	scare me
m'efforce	I try hard
m'attendent	are waiting for me
m'assure	assure me
l’énumération	the enumeration
l’élévation	the elevation
l’édification	the edification
l’écouta	listened to him
l’océan	the ocean
l’instrument	the instrument
l’imposition	taxation
l’immolera	will sacrifice him
l’identifient	identify it
l’entourèrent	surrounded him
l’entend	hears it
l’emporteront	will prevail
l’emportent	prevail
l’auront	will have it
l’attention	attention
l’attelage	the hitch
l’atteindre	reach it
l’assiégea	besieged him
l’ashéra	the ashera
l’arrache	tear it off
l’apprendra	will learn it
l’apportera	will bring it
l’anniversaire	the birthday
l’amitié	friendship
l’adoption	adoption
l’acquisition	the acquisition
l’Ezrahite	the Ezrahite
long-courriers	long-haul
logera	will lodge
lapideras	stone them
lambrissées	paneled
l'étoffe	the fabric
l'écouterez	you will listen to it
l'écoutaient	listened to him
l'Égyptienne	the Egyptian
l'oubli	oblivion
l'orgueilleux	the proud one
l'observaient	were watching him
l'inique	the unjust
l'inimitié	enmity
l'inauguration	the inauguration
l'habitation	the dwelling
l'habitant	the inhabitant
l'expliquer	explain it
l'examen	the exam
l'exacteur	the exactor
l'environnèrent	surrounded him
l'ensevelir	bury him
l'ennui	boredom
l'emporteront	will prevail
l'emmènerai	I will take him
l'arrache	tear it off
l'arbitre	the referee
l'approbation	approval
l'apporta	brought it
l'annoncez	announce it
l'amener	bring it
l'Ofel	The Ofel
l'Israël	Israel
l'Iscariot	Iscariot
j’invoquerai	I will invoke
j’effacerai	I will erase
j’adresse	I addressdo you
juges-tu	judge
j'écrirai	I will write
j'ordonnai	I ordered
invoquerons	will invoke
introduiras	will introduce
installe-toi	settle down
inquiétez-vous	worry
immolés	sacrificed
guérissent	heal
guéris-toi	heal yourself
guéris-moi	heal me
germeront	will germinate
fut-elle	was she
fuirez-vous	will you flee
frapperai-je	will i hit
frappe-le	hit him
franchissait	crossed
franchis	crossed
fourmille	swarms
foulez-vous	crowd yourself
foulez	tread
fixerai	will fix
fidélités	loyalty
ferait-on	would we do
eût-il	had he
eûmes	had
eusse	would have
escaliers	stairs
enveloppés	wrapped
entendra-t-il	will he hear
entendiez	heard
ensouple	beam
d’épées	of swords
d’Éli	of Eli
d’oppression	of oppression
d’idolâtrie	of idolatry
d’essences	of essences
d’esprits	of spirits
d’enlever	to remove
d’aveuglement	of blindness
d’aussi	of also
d’animal	of animal
d’aide	help
d’actes	of acts
d’Ouzziel	from Ouzziel
d’Ono	d'Ono
d’Ithamar	from Ithamar
d’Ezéchiel	of Ezekiel
d’Elqana	of Elkanah
d’Ar	from Ar
d’Akazia	from Akazia
d’Abimélec	of Abimelech
d’Abihaïl	of Abihail
d’Abarim	from Abarim
déposséderas	will dispossess
dépenserai	will spend
déliés	untied
délie	untie
déchires	tears
dormiront	will sleep
donnez-la	give it to her
donnez-en	give some
donnes-tu	do you give
donnassent	gave
diviseras	will divide
discernez-vous	Do you discern?
didrachmes	didrachmas
destitué	dismissed
demi-hin	half-hin
d'Églon	of Eglon
d'Ébed	of Ebed
d'ombre	of shadow
d'imiter	to imitate
d'hémorroïdes	of hemorrhoids
d'honorer	to honor
d'honnêtes	honest
d'habitude	usually
d'extraordinaire	extraordinary
d'exhortation	of exhortation
d'attendre	to wait
d'attache	attachment
d'arracher	to tear off
d'accuser	to accuse
d'Uts	from Uts
d'Ulam	from Ulam
d'Ivva	from Ivva
d'Horeb	from Horeb
d'Hobed-Edom	of Obed-Edom
d'Hakkots	of Hakkots
d'Elpaal	from Elpaal
d'Atsel	from Atsel
d'Ather	from Ather
d'Amassia	from Amassia
d'Alexandre	of Alexander
d'Akkub	from Akkub
d'Ajja	from Ajja
d'Ahisamac	from Ahisamac
d'Adonija	of Adonijah
d'Abital	from Abital
d'Abija	from Abijah
d'Abed-Nego	from Abed-Nego
cultuelles	cult
cuiras	leathers
crussent	grew
croissez	grow
croisse	grow
cramoisies	crimson
coussinets	pads
courtisanes	courtesans
courrai	I will run
coupe-les	cut them
convertit	converts
contredisant	contradicting
contr'elle	against her
consolèrent	comforted
consolent	console
conquêtes	conquests
confieront	will entrust
concevras	will design
comportez-vous	behave yourself
commencez	start
combattes	fights
cinquante-neuf	fifty nine
châtiée	punished
châtia	chastised
choisis-en	choose some
cherchions	were looking for
chargerais	would charge
changeras	will change
ceindront	will gird
causaient	were causing
carrières	careers
brisais	broke
branlent	shake
baignée	bathed
avant-postes	outposts
assujettit	subject
arrosent	water
arrangeront	will arrange
arbrisseaux	shrubs
apprêtée	prepared
approchons-nous	let's get closer
appelez-moi	call me
amoncelle	heaps up
amassés	collected
aisselles	armpits
aime-la	love her
absolue	absolute
abreuvée	watered
abordâmes	we approached
abondé	abounded
Zébée	Zebee
Zébakh	Zebakh
Yitseharites	Yitzeharites
Tébets	Tebets
Tsemariens	Tsemarians
Tsalmôn	Tsalmon
Thémanites	Themanites
Thischbite	Tishbite
Tabeéra	Tabeera
Sérah	Serah
Sérach	Serach
Sépharvaïm	Sepharvaim
Shéshan	Sheshan
Shethar-Boznaï	Shethar-Boznai
Schammaï	Shammai
Résen	Resen
Qénân	Qenan
Qiryataïm	Qiryataim
Qir-Haréseth	Qir-Hareseth
Pélétites	Peletites
Punon	Punun
Procure-toi	Get yourself
Prenez-moi	Take me
Pokéreth-Hatsebaïm	Pokereth-Hatsebaim
Piratôn	Pirate
Nahchôn	Nahchon
Mérémoth	Meremoth
Mélec	Melec
Micaja	Micah
Metuschélah	Methuselah
Melchisédech	Melchizedek
Léshem	Leshem
Kéros	Keros
Jérémoth	Jeremoth
Jubilés	Jubilees
Jokébed	Jochebed
Jehoïakin	Jehoiachin
Icone	Icon
IIIe	IIIrd
Hélek	Helek
Héglon	Heglon
Hilqiyahou	Hilqiyahu
Epaphrodite	Epaphroditus
Elischama	Elishama
Ecartez-vous	Step aside
Cédar	Cedar
Chetar-Boznaï	Chetar-Boznai
Calné	Calne
Béria	Beria
Bath-Chéba	Bathsheba
Baal-Méon	Baal-Meon
Aschtaroth	Ashtaroth
Achète-nous	Buy us
Abel-Maïm	Abel-Maim
--Le	--THE
