"-aemia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>-aemia</b>
<span class=""abrv""><i>suffix</i></span><div class=""content""><i>denoting</i> a specified condition of the blood."
"macrodactyly","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macrodactyly</b> (mak-roh-<b>dak</b>-tili) <span class=""abrv""><i>n.</i></span><div class=""content"">abnormally large size of one or more of the fingers or toes."
"macrogenitosoma","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macrogenitosoma</b> (mak-roh-jen-it-oh-<b>soh</b>-mă) <span class=""abrv""><i>n.</i></span><div class=""content"">excessive bodily growth with marked enlargement of the genitalia."
"macroglobulin","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macroglobulin</b> (mak-roh-<b>glob</b>-yoo-lin) <span class=""abrv""><i>n.</i></span>
<br class=""nLine"" /><b>1</b>
<i>(immunoglobulin M, IgM)</i> a protein of the globulin series that is present in the blood and functions as an antibody, forming an effective first-line defence against any bacteria that enter the bloodstream. See also <a href=""entry://immunoglobulin""><span class=""links"">IMMUNOGLOBULIN</span></a>.
<br class=""nLine"" /><b>2</b> an abnormal form of IgM."
"macroglossia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macroglossia</b> (mak-roh-<b>glos</b>-iă) <span class=""abrv""><i>n.</i></span><div class=""content"">an abnormally large tongue. It may be due to a congenital defect, to infiltration of the tongue with amyloid or a tumour, or to obstruction of the lymph vessels."
"macrognathia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macrognathia</b> (mak-roh-<b>nay</b>-thiă) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which one or both jaws are unusually large."
"macromelia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macromelia</b> (mak-roh-<b>mee</b>-liă) <span class=""abrv""><i>n.</i></span><div class=""content"">abnormally large size of the arms or legs. Compare <a href=""entry://micromelia""><span class=""links"">MICROMELIA</span></a>."
"macrophage","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macrophage</b> (<b>mak</b>-roh-fayj) <span class=""abrv""><i>n.</i></span><div class=""content"">a large scavenger cell (see <a href=""entry://phagocyte""><span class=""links"">PHAGOCYTE</span></a>) present in connective tissue and many major organs and tissues, including the bone marrow, spleen, lymph nodes, liver, and the central nervous system. See also <a href=""entry://histiocyte""><span class=""links"">HISTIOCYTE</span></a>, <a href=""entry://reticuloendothelial system""><span class=""links"">RETICULOENDOTHELIAL SYSTEM</span></a>."
"macropsia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macropsia</b> (mak-<b>rop</b>-siă) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which objects appear larger than they really are. It is usually due to disease of the retina."
"macroscopic","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macroscopic</b> (mak-roh-<b>skop</b>-ik) <span class=""abrv""><i>adj.</i></span><div class=""content"">visible to the naked eye. Compare <a href=""entry://microscopic""><span class=""links"">MICROSCOPIC</span></a>."
"macrosomia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macrosomia</b> (mak-roh-<b>soh</b>-miă) <span class=""abrv""><i>n.</i></span><div class=""content"">abnormally large size. <i>fetal m.</i> large size in a baby associated with poorly controlled maternal diabetes; it is due to excessive production of fetal insulin and thence to increased deposition of glycogen in the fetus."
"macula","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macula</b> (<b>mak</b>-yoo-lă) <span class=""abrv""><i>n.</i></span> (<i>pl.</i> maculae)<div class=""content"">a small anatomical area that is distinguishable from the surrounding tissue. <i>m. lutea</i> the yellow spot on the retina at the back of the eye, which surrounds the greatest concentration of cones (see <a href=""entry://fovea""><span class=""links"">FOVEA</span></a>).
<br class=""nLine"" />&mdash;macular <span class=""abrv""><i>adj.</i></span>"
"macular degeneration","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macular degeneration</b> (<b>mak</b>-yoo-ler) <span class=""abrv""><i>n.</i></span><div class=""content"">a group of conditions affecting the macula lutea of the eye, resulting in a reduction or loss of central vision. <i>age-related m. d.</i> (AMD, ARMD) the most common cause of blindness in the elderly. <i>Atrophic</i> or <i>dry AMD</i> results from chronic choroidal ischaemia: small blood vessels of the choroid, which lies beneath the retina, become constricted, reducing the blood supply to the macula. This gives rise to degenerative changes in the retinal pigment epithelium (RPE; see <a href=""entry://retina""><span class=""links"">RETINA</span></a>). <i>Wet AMD</i> is associated with the growth of abnormal new blood vessels under the retina, derived from the choroid (see <a href=""entry://neovascularization""><span class=""links"">(CHOROIDAL) NEOVASCULARIZATION</span></a>). These can leak fluid and blood into the RPE, which further reduces macular function."
"macule","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>macule</b> (<b>mak</b>-yool) <span class=""abrv""><i>n.</i></span><div class=""content"">a flat circumscribed area of skin or an area of altered skin colour (e.g. a freckle). Compare <a href=""entry://papule""><span class=""links"">PAPULE</span></a>.
<br class=""nLine"" />&mdash;macular <span class=""abrv""><i>adj.</i></span>"
"maculopapular","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>maculopapular</b> (mak-yoo-loh-<b>pap</b>-yoo-ler) <span class=""abrv""><i>adj.</i></span><div class=""content"">describing a rash that consists of both macules and papules."
"maculopathy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>maculopathy</b> (mak-yool-<b>op</b>-ă-thi) <span class=""abrv""><i>n.</i></span><div class=""content"">any abnormality of the macula lutea of the eye. <i>bull's-eye m.</i> the appearance of the macula in some toxic conditions (e.g. chloroquine toxicity) and in some hereditary disorders of the macula."
"Madopar","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Madopar</b> (<b>mad</b>-oh-par) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://benserazide""><span class=""links"">BENSERAZIDE</span></a>."
"Madura foot","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Madura foot</b> (mă-<b>dewr</b>-ă) <span class=""abrv""><i>n.</i></span><div class=""content"">an infection of the tissues and bones of the foot producing chronic inflammation (mycetoma), occurring in the tropics. Medical name: <i>maduromycosis</i> ."
"Madurella","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Madurella</b> (mad-yoo-<b>rel</b>-ă) <span class=""abrv""><i>n.</i></span><div class=""content"">a genus of widely distributed fungi. The species <i>M. grisea</i> and <i>M. mycetomi</i> cause the tropical infection Madura foot."
"maduromycosis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>maduromycosis</b> (mă-dewr-oh-my-<b>koh</b>-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://Madura foot""><span class=""links"">MADURA FOOT</span></a>."
"Magendie's foramen","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Magendie's foramen</b> (ma-<b>jen</b>-deez) <span class=""abrv""><i>n.</i></span><div class=""content"">an opening in the roof of the fourth ventricle of the brain through which cerebrospinal fluid passes to the subarachnoid space. [F. Magendie (1783&ndash;1855), French physiologist]"
"magenta","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>magenta</b> (mă-<b>jen</b>-tă) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://fuchsin""><span class=""links"">FUCHSIN</span></a>."
"maggot","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>maggot</b> (<b>mag</b>-ŏt) <span class=""abrv""><i>n.</i></span><div class=""content"">the wormlike larva of a fly, which occasionally infests human tissues (see <a href=""entry://myiasis""><span class=""links"">MYIASIS</span></a>)."
"magnesium","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>magnesium</b> (mag-<b>nee</b>-ziŭm) <span class=""abrv""><i>n.</i></span><div class=""content"">a metallic element essential to life. Magnesium is necessary for the proper functioning of muscle and nervous tissue. Symbol: Mg. <i>m. carbonate</i> a weak antacid used to relieve indigestion and also pain due to stomach and duodenal ulcers; it is also used as a mild laxative. <i>m. hydroxide</i> a magnesium salt with effects and uses similar to those of magnesium carbonate. Trade name: <i>Milk of Magnesia</i> . <i>m. sulphate</i> a magnesium salt given in mixtures or enemas to treat constipation (see LAXATIVE). It is also administered by injection to treat magnesium deficiency. <i>m. trisilicate</i> a compound of magnesium with antacid and absorbent properties, used in the treatment of peptic ulcers and other digestive disorders."
"magnetic resonance imaging","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>magnetic resonance imaging</b> (MRI) (mag-<b>net</b>-ik) <span class=""abrv""><i>n.</i></span><div class=""content"">a diagnostic technique based on analysis of the absorption and transmission of high-frequency radio waves by the water molecules in tissues placed in a strong magnetic field (see <a href=""entry://nuclear magnetic resonance""><span class=""links"">NUCLEAR MAGNETIC RESONANCE</span></a>). Using modern high-speed computers, this analysis can be used to produce images of the tissues in any plane of the body. It is particularly useful for examining the central nervous system and musculoskeletal system and enables the noninvasive diagnosis and treatment planning of a wide range of diseases. The <i>magnetic resonance therapy scanner</i> enables interventional procedures to be performed very accurately under MRI control. MRI does not use potentially harmful ionizing radiation, such as X-rays."
"MAGPI operation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>MAGPI operation</b> (<b>mag</b>-py) <span class=""abrv""><i>n.</i></span><div class=""content"">meatal advancement and glanuloplasty operation: a simple surgical procedure that is designed to correct minor to moderate degrees of coronal or subcoronal hypospadias. This single-stage operation corrects any associated minor degrees of chordee and transfers the urethral opening to the glans."
"MAI complex","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>MAI complex</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">a group of bacteria comprising <i>Mycobacterium avium</i> and <i>M. intracellulare</i>, which are responsible for opportunistic infections of the lung that mimic tuberculosis but are resistant to many antituberculosis drugs. These bacteria are particularly liable to cause superimposed infection in AIDS patients. See <a href=""entry://Mycobacterium""><span class=""links"">MYCOBACTERIUM</span></a>."
"mal","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mal</b> (mal) <span class=""abrv""><i>n.</i></span><div class=""content"">illness or disease."
"mal-","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mal-</b>
<span class=""abrv""><i>prefix</i></span><div class=""content""><i>denoting</i> disease, disorder, or abnormality."
"malabsorption","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malabsorption</b> (mal-ăb-<b>sorp</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">a state in which absorption by the small intestine of one or more substances, such as fat, vitamins, or amino acids, is reduced. Symptoms (depending on the substances involved) include weight loss, diarrhoea, anaemia, swelling (oedema), and vitamin deficiencies. The commonest causes are coeliac disease, pancreatitis, cystic fibrosis, blind-loop syndrome, or surgical removal of a length of small intestine."
"malacia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malacia</b> (mă-<b>lay</b>-shiă) <span class=""abrv""><i>n.</i></span><div class=""content"">abnormal softening of a part, organ, or tissue, such as bone (see <a href=""entry://osteomalacia""><span class=""links"">OSTEOMALACIA</span></a>)."
"maladie de Roger","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>maladie de Roger</b>
<i>(Roger's disease)</i> (ma-la-<b>di</b> dĕ ro-zh<b>ay</b>) <span class=""abrv""><i>n.</i></span><div class=""content"">a form of congenital heart disease in which there is a small ventricular septal defect. It usually causes no symptoms. [H. L. Roger (1809&ndash;91), French physician]"
"malaise","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malaise</b> (mal-<b>ayz</b>) <span class=""abrv""><i>n.</i></span><div class=""content"">a general feeling of being unwell. The feeling may be accompanied by identifiable physical discomfort and may indicate the presence of disease."
"malar bone","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malar bone</b> (<b>may</b>-ler) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://zygomatic bone""><span class=""links"">ZYGOMATIC BONE</span></a>."
"malaria","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malaria</b>
<i>(ague, marsh fever, periodic fever, paludism)</i> (mă-<b>lair</b>-iă) <span class=""abrv""><i>n.</i></span><div class=""content"">an infectious disease due to the presence of parasitic protozoa of the genus <i>Plasmodium</i> within the red blood cells. The disease is transmitted by the <i>Anopheles</i> mosquito and is confined mainly to tropical and subtropical areas. After an incubation period varying from 12 days to 10 months parasites invade, multiply within, and eventually destroy the red blood cells, releasing new parasites. This causes a short bout of shivering, fever, and sweating, and the loss of healthy red cells results in anaemia. When the next batch of parasites is released symptoms reappear. The interval between fever attacks varies in different types of malaria (see <a href=""entry://quartan fever""><span class=""links"">QUARTAN FEVER</span></a>, <a href=""entry://quotidian fever""><span class=""links"">QUOTIDIAN FEVER</span></a>, <a href=""entry://tertian fever""><span class=""links"">TERTIAN FEVER</span></a>). Preventive and curative treatment relies on such drugs as chloroquine and proguanil. A vaccine is being tested."
"malarial therapy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malarial therapy</b> (mă-<b>lair</b>-iăl) <span class=""abrv""><i>n.</i></span><div class=""content"">a treatment for neurosyphilis in which a high fever is induced by infecting the patient with malaria parasites."
"malathion","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malathion</b> (mal-ă-<b>th'y</b>-on) <span class=""abrv""><i>n.</i></span><div class=""content"">an organophosphorous insecticide used to treat head and pubic lice and scabies. It is applied externally in the form of a lotion. Trade names: <i>Derbac-M</i> , <i>Prioderm</i> , <i>Soleo-M</i> ."
"malformation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malformation</b> (mal-for-<b>may</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">any variation from the normal physical structure, due either to congenital or developmental defects or to disease or injury."
"malignant","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malignant</b> (mă-<b>lig</b>-nănt) <span class=""abrv""><i>adj.</i></span>
<br class=""nLine"" /><b>1</b> describing a tumour that invades and destroys the tissue in which it originates and can spread to other sites in the body. If untreated such tumours cause progressive deterioration and death. See <a href=""entry://cancer""><span class=""links"">CANCER</span></a>.
<br class=""nLine"" /><b>2</b> describing any disorder that becomes life threatening if untreated. Compare <a href=""entry://benign""><span class=""links"">BENIGN</span></a>."
"malignant melanoma","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malignant melanoma</b> (MM) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://melanoma""><span class=""links"">MELANOMA</span></a>."
"malignant pustule","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malignant pustule</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://anthrax""><span class=""links"">ANTHRAX</span></a>."
"malingering","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malingering</b> (mă-<b>ling</b>-er-ing) <span class=""abrv""><i>n.</i></span><div class=""content"">pretending to be ill, usually in order to avoid work or to gain attention. It may be a sign of mental disorder (see <a href=""entry://Munchausen's syndrome""><span class=""links"">MUNCHAUSEN'S SYNDROME</span></a>)."
"malleolus","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malleolus</b> (mă-<b>lee</b>-ŏ-lŭs) <span class=""abrv""><i>n.</i></span><div class=""content"">either of the two protuberances on each side of the ankle: at the lower end of the fibula (<i>lateral m.</i> ) and at the lower end of the tibia (<i>medial m.</i> )."
"mallet finger","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mallet finger</b> (<b>mal</b>-it <b>fing</b>-er) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which a finger (usually the index finger) is bent downwards at the tip, due to avulsion of the long extensor tendon from the bone."
"malleus","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malleus</b> (<b>mal</b>-iŭs) <span class=""abrv""><i>n.</i></span><div class=""content"">a hammer-shaped bone in the middle ear that articulates with the incus and is attached to the eardrum. See <a href=""entry://ossicle""><span class=""links"">OSSICLE</span></a>."
"Mallory bodies","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Mallory bodies</b> (<b>mal</b>-eri) <span class=""abrv""><i>pl. n.</i></span><div class=""content"">large irregular masses located in the hepatocytes of the liver. They are found in patients with alcoholic hepatitis, Wilson's disease, primary biliary cirrhosis, severe obesity, and hepatocellular carcinoma. [F. B. Mallory (1862&ndash;1941), US pathologist]"
"Mallory-Weiss syndrome","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Mallory-Weiss syndrome</b> (mal-eri-<b>vys</b>) <span class=""abrv""><i>n.</i></span><div class=""content"">tearing of the tissues around the junction of the oesophagus (gullet) and stomach as a result of violent vomiting or straining to vomit. It is associated with haematemesis and perforation of the oesophagus. [G. K. Mallory (1926&ndash; ), US pathologist; S. Weiss (1899&ndash;1942), US physician]"
"malnutrition","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malnutrition</b> (mal-new-<b>trish</b>-ŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">the condition caused by an improper balance between what an individual eats and what he requires to maintain health. This can result from eating too little (<i>subnutrition</i> or <i>starvation</i> ) but may also imply dietary excess or an incorrect balance of basic foodstuffs."
"malocclusion","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malocclusion</b> (mal-ŏ-<b>kloo</b>-<i>zh</i>ŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which there is an abnormal arrangement of the teeth, either within one jaw or in one jaw in relation to the other."
"Malpighian body","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Malpighian body</b> (mal-<b>pig</b>-iăn) <span class=""abrv""><i>n.</i></span><div class=""content"">the part of a nephron comprising the blood capillaries of the glomerulus and its surrounding Bowman's capsule. [M. Malpighi (1628&ndash;94), Italian anatomist]"
"Malpighian layer","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Malpighian layer</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">the stratum germinativum: one of the layers of the epidermis."
"malposition","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malposition</b> (mal-pŏ-<b>zish</b>-ŏn) <span class=""abrv""><i>n.</i></span><div class=""content""><span color=""red""><b><i>(in obstetrics)</b></i></span> an abnormal position of the fetal head when this is the presenting part in labour, such that the diameter of the skull in relation to the pelvic opening is greater than normal. This is likely to result in a prolonged and complicated labour."
"malpractice","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malpractice</b> (mal-<b>prak</b>-tis) <span class=""abrv""><i>n.</i></span><div class=""content"">professional misconduct: treatment falling short of the standards of skill and care that can reasonably be expected from a qualified medical practitioner."
"malpresentation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malpresentation</b> (mal-prez-ĕn-<b>tay</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">the condition in which the presenting part of the fetus (see <a href=""entry://presentation""><span class=""links"">PRESENTATION</span></a>) is other than the head."
"malt","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malt</b> (mawlt) <span class=""abrv""><i>n.</i></span><div class=""content"">a mixture of carbohydrates, predominantly maltose, produced by the breakdown of starch contained in barley or wheat grains. Malt is used for brewing and distilling; it has been used as a source of nutrients in wasting diseases."
"Malta fever","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Malta fever</b> (<b>mawl</b>-tă) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://brucellosis""><span class=""links"">BRUCELLOSIS</span></a>."
"maltase","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>maltase</b> (<b>mawl</b>-tayz) <span class=""abrv""><i>n.</i></span><div class=""content"">an enzyme, present in saliva and pancreatic juice, that converts maltose into glucose during digestion."
"maltose","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>maltose</b> (<b>mawl</b>-tohz) <span class=""abrv""><i>n.</i></span><div class=""content"">a sugar consisting of two molecules of glucose. Maltose is formed from the digestion of starch and glycogen."
"malunion","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>malunion</b> (mal-<b>yoon</b>-yŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">deformity of a bone resulting from union of a fracture in which the bone ends are poorly aligned. Osteotomy may be needed to correct the deformity."
"mamilla","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mamilla</b> (mă-<b>mil</b>-ă) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://nipple""><span class=""links"">NIPPLE</span></a>."
"mamma","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mamma</b> (<b>mam</b>-ă) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://breast""><span class=""links"">BREAST</span></a>."
"mammary gland","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mammary gland</b> (<b>mam</b>-er-i) <span class=""abrv""><i>n.</i></span><div class=""content"">the milk producing gland of female mammals. See <a href=""entry://breast""><span class=""links"">BREAST</span></a>."
"mammography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mammography</b> (mam-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">X-ray examination of the female breast: used particularly to enable the early diagnosis of breast cancer. See also <a href=""entry://Forrest screening""><span class=""links"">FORREST SCREENING</span></a>."
"mammoplasty","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mammoplasty</b> (<b>mam</b>-ŏ-plasti) <span class=""abrv""><i>n.</i></span><div class=""content"">plastic surgery of the breasts, in order to alter their shape or increase or decrease their size."
"mammothermography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mammothermography</b> (mam-oh-ther-<b>mog</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">the technique of examining the breasts for the presence of abnormalities by thermography."
"Manchester operation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Manchester operation</b> (<b>man</b>-ches-ter) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://Donald-Fothergill operation""><span class=""links"">DONALD-FOTHERGILL OPERATION</span></a>."
"mandible","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mandible</b> (<b>man</b>-dib-ŭl) <span class=""abrv""><i>n.</i></span><div class=""content"">the lower jawbone. It consists of a horseshoe-shaped body, the upper surface of which bears the lower teeth, and two vertical parts (rami). See also <a href=""entry://temporomandibular joint""><span class=""links"">TEMPOROMANDIBULAR JOINT</span></a>.
<br class=""nLine"" />&mdash;mandibular (man-<b>dib</b>-yoo-ler) <span class=""abrv""><i>adj.</i></span>"
"manganese","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>manganese</b> (<b>mang</b>-ă-neez) <span class=""abrv""><i>n.</i></span><div class=""content"">a greyish metallic element, the oxide of which, when inhaled by miners in underventilated mines, causes brain damage. It is a trace element. Symbol: Mn."
"mania","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mania</b> (<b>may</b>-niă) <span class=""abrv""><i>n.</i></span><div class=""content"">a state of mind characterized by excessive cheerfulness and increased activity. The mood is euphoric and changes rapidly to irritability. Thought and speech are rapid to the point of incoherence and the connections between ideas may be impossible to follow.
<br class=""nLine"" />Treatment is usually with drugs such as lithium or phenothiazines. See <a href=""entry://affective disorder""><span class=""links"">AFFECTIVE DISORDER</span></a>, <a href=""entry://manic-depressive psychosis""><span class=""links"">MANIC-DEPRESSIVE PSYCHOSIS</span></a>.
<br class=""nLine"" />&mdash;manic (<b>man</b>-ik) <span class=""abrv""><i>adj.</i></span>"
"manic-depressive psychosis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>manic-depressive psychosis</b>
<i>(bipolar disorder)</i> (man-ik-di-<b>pres</b>-iv) <span class=""abrv""><i>n.</i></span><div class=""content"">a severe mental illness that causes repeated episodes of depression, mania, or both. Treatment is with phenothiazine drugs for mania and with antidepressant drugs or electroconvulsive therapy for depression. Lithium and carbamazepine can prevent or reduce the frequency and severity of attacks, and the sufferer is usually well in the intervals between them."
"manipulation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>manipulation</b> (mă-nip-yoo-<b>lay</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">the use of the hands to produce a desired movement or therapeutic effect in part of the body."
"mannitol","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mannitol</b> (<b>man</b>-i-tol) <span class=""abrv""><i>n.</i></span><div class=""content"">a diuretic administered by injection to supplement other diuretics in the treatment of fluid retention (oedema), to treat some kidney disorders, and to relieve pressure in brain injuries."
"manometer","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>manometer</b> (mă-<b>nom</b>-it-er) <span class=""abrv""><i>n.</i></span><div class=""content"">a device for measuring pressure in a liquid or gas. See also <a href=""entry://sphygmomanometer""><span class=""links"">SPHYGMOMANOMETER</span></a>."
"manometry","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>manometry</b> (mă-<b>nom</b>-itri) <span class=""abrv""><i>n.</i></span><div class=""content"">measurement of pressures within organs of the body. The technique is used to record changes within fluid-filled chambers (e.g. cerebral ventricles) or to indicate muscular activity in motile tubes, such as the oesophagus, rectum, or bile duct."
"mantle","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>mantle</b> (<b>man</b>-t'l) <span class=""abrv""><i>adj.</i></span><div class=""content""><span color=""red""><b><i>(in radiotherapy)</b></i></span> see <a href=""entry://field""><span class=""links"">FIELD</span></a>."
"Mantoux test","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Mantoux test</b> (man-<b>too</b>) <span class=""abrv""><i>n.</i></span><div class=""content"">a test for immunity to tuberculosis. Tuberculin is injected beneath the skin and a patch of inflammation appearing in the next 48&ndash;72 hours indicates that a degree of immunity is present. [C. Mantoux (1877&ndash;1947), French physician]"
"manubrium","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>manubrium</b> (mă-<b>new</b>-bri-ŭm) <span class=""abrv""><i>n.</i></span> (<i>pl.</i> manubria)
<br class=""nLine"" /><b>1</b> the upper section of the breastbone (see <a href=""entry://sternum""><span class=""links"">STERNUM</span></a>). It articulates with the clavicles and the first costal cartilage.
<br class=""nLine"" /><b>2</b> the handle-like part of the malleus, attached to the eardrum.
<br class=""nLine"" />&mdash;manubrial <span class=""abrv""><i>adj.</i></span>"
"MAO","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>MAO</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://monoamine oxidase""><span class=""links"">MONOAMINE OXIDASE</span></a>."
