flds,sfld
"他明天上午不能來這裡。<br><br>他明天上午不能来这里。tā míng tiān shàng wǔ bù néng lái zhè lǐ<br><br>He can't come here tomorrow morning.","他明天上午不能來這裡。他明天上午不能来这里。"
"我不喜歡坐船。<br><br>我不喜欢坐船。wǒ bù xǐ huan zuò chuán<br><br>I don't like traveling by ship.","我不喜歡坐船。我不喜欢坐船。"
"我們要坐火車去。<br><br>我们要坐火车去。wǒ men yào zuò huǒ chē qù<br><br>We want to go by train.","我們要坐火車去。我们要坐火车去。"
"從我家到學校有很多公共汽車。<br><br>从我家到学校有很多公共汽车。cóng wǒ jiā dào xué xiào yǒu hěn duō gōng gòng qì chē<br><br>There are a lot of buses from my house to school.","從我家到學校有很多公共汽車。从我家到学校有很多公共汽车。"
"明天我不去他那裏。<br><br>明天我不去他那里。míng tiān wǒ bù qù tā nà lǐ<br><br>Tomorrow I'm not going to his place.","明天我不去他那裏。明天我不去他那里。"
"王老師已經回國了。<br><br>王老师已经回国了。wáng lǎo shī yǐ jīng huí guó le<br><br>Teacher Wang already returned to her country.","王老師已經回國了。王老师已经回国了。"
"你昨天看見珍妮了嗎？<br><br>你昨天看见珍妮了吗？nǐ zuó tiān kàn jiàn zhēn nī le ma<br><br>Did you see Jenny yesterday?","你昨天看見珍妮了嗎？你昨天看见珍妮了吗？"
"我從家裏來。<br><br>我从家里来。wǒ cóng jiā lǐ lái<br><br>I came from home.","我從家裏來。我从家里来。"
"你到哪裏去?<br><br>你到哪里去？nǐ dào nǎ lǐ qù<br><br>Where are you going?","你到哪裏去?你到哪里去？"
"請你到我這裡來。<br><br>请你到我这里来。qǐng nǐ dào wǒ zhè lǐ lái<br><br>Please come to where I am.","請你到我這裡來。请你到我这里来。"
"我們不從家裏去，我們從學校去。<br><br>我们不从家里去，我们从学校去。wǒ men bù cóng jiā lǐ qù wǒ men cóng xué xiào qù<br><br>We aren't going from home, we are going from school.","我們不從家裏去，我們從學校去。我们不从家里去，我们从学校去。"
"我從樓上到樓下來吃晚飯。<br><br>我从楼上到楼下来吃晚饭。wǒ cóng lóu shàng dào lóu xià lái chī wǎn fàn<br><br>I cam from upstairs to downstairs to eat dinner.","我從樓上到樓下來吃晚飯。我从楼上到楼下来吃晚饭。"
"我坐火車去。<br><br>我坐火车去。wǒ zuò huǒ chē qù<br><br>I will go by train.","我坐火車去。我坐火车去。"
"你們開車去還是坐飛機去？<br><br>你们开车去还是坐飞机去？nǐ men kāi chē qù hái shì zuò fēi jī qù<br><br>Will you drive or go by plane?","你們開車去還是坐飛機去？你们开车去还是坐飞机去？"
"你坐公車到學校來嗎？<br><br>你坐公车到学校来吗？nǐ zuò gōng chē dào xué xiào lái ma<br><br>Do you come to school by bus?","你坐公車到學校來嗎？你坐公车到学校来吗？"
"我來學中文。<br><br>我来学中文。wǒ lái xué zhōng wén<br><br>I came in order to study Chinese.","我來學中文。我来学中文。"
"我學中文來。<br><br>我学中文来。wǒ xué zhōng wén lái<br><br>I came here to study Chinese.","我學中文來。我学中文来。"
"他買什麽去？<br><br>他买什么去？tā mǎi shén me qù<br><br>What did he go to buy?","他買什麽去？他买什么去？"
"她到你家來做什麽？<br><br>她到你家来做什么？tā dào nǐ jiā lái zuò shén me<br><br>What did she go to your house to do?","她到你家來做什麽？她到你家来做什么？"
"我明天要到圖書館看書去，你去不去？<br><br>我明天要到图书馆看书去，你去不去？wǒ míng tiān yào dào tú shū guǎn kàn shū qù nǐ qù bù qù<br><br>Tomorrow I want to go to the library to read books, will you go?","我明天要到圖書館看書去，你去不去？我明天要到图书馆看书去，你去不去？"
"他已經來了。<br><br>他已经来了。tā yǐ jīng lái le<br><br>He has already come.","他已經來了。他已经来了。"
"我昨天看見他了。<br><br>我昨天看见他了。wǒ zuó tiān kàn jiàn tā le<br><br>I saw him yesterday.","我昨天看見他了。我昨天看见他了。"
"她已經走了。<br><br>她已经走了。tā yǐ jīng zǒu le<br><br>She has already left.","她已經走了。她已经走了。"
"他們都已經回家了。<br><br>他们都已经回家了。tā men dōu yǐ jīng huí jiā le<br><br>They all have already returned home.","他們都已經回家了。他们都已经回家了。"
"孩子昨天念書了，也寫字了。<br><br>孩子昨天念书了，也写字了。hái zi zuó tiān niàn shū le yě xiě zì le<br><br>Yesterday the kids studied and wrote characters.","孩子昨天念書了，也寫字了。孩子昨天念书了，也写字了。"
"我已經吃了飯了。<br><br>我已经吃了饭了。wǒ yǐ jīng chī le fàn le<br><br>I have already eaten.","我已經吃了飯了。我已经吃了饭了。"
"你昨天已經給了我錢了。<br><br>你昨天已经给了我钱了。nǐ zuó tiān yǐ jīng gěi le wǒ qián le<br><br>You already gave me money yesterday.","你昨天已經給了我錢了。你昨天已经给了我钱了。"
"我今天沒吃早飯。<br><br>我今天没吃早饭。wǒ jīn tiān méi chī zǎo fàn<br><br>I didn't eat breakfast today.","我今天沒吃早飯。我今天没吃早饭。"
"他今天早上沒到學校來。<br><br>他今天早上没到学校来。tā jīn tiān zǎo shang méi dào xué xiào lái<br><br>He didn't come to school this morning.","他今天早上沒到學校來。他今天早上没到学校来。"
"昨天我們沒唱歌，也沒跳舞。<br><br>昨天我们没唱歌，也没跳舞。zuó tiān wǒ men méi chàng gē yě méi tiào wǔ<br><br>Yesterday we didn't sing or dance.","昨天我們沒唱歌，也沒跳舞。昨天我们没唱歌，也没跳舞。"
"我還沒吃午飯呢。<br><br>我还没吃午饭呢。wǒ hái méi chī wǔ fàn ne<br><br>I haven't eaten lunch yet.","我還沒吃午飯呢。我还没吃午饭呢。"
"今天的報，我還沒看呢。<br><br>今天的报，我还没看呢。jīn tiān de bào wǒ hái méi kàn ne<br><br>I haven't read todays paper yet.","今天的報，我還沒看呢。今天的报，我还没看呢。"
"什麽事是你要做，可是還沒做的？<br><br>什么事是你要做，可是还没做的？shén me shì shì nǐ yào zuò kě shì hái méi zuò de<br><br>What things do you want to do, but haven't done yet?","什麽事是你要做，可是還沒做的？什么事是你要做，可是还没做的？"
"什麽地方是你要去，可是還沒去的？<br><br>什么地方是你要去，可是还没去的？shén me dì fāng shì nǐ yào qù kě shì hái méi qù de<br><br>What places do you want to go, but haven't been yet?","什麽地方是你要去，可是還沒去的？什么地方是你要去，可是还没去的？"
"你看書了嗎？<br><br>你看书了吗？nǐ kàn shū le ma<br><br>Have/Did you read the book?","你看書了嗎？你看书了吗？"
"你沒看書嗎？<br><br>你没看书吗？nǐ méi kàn shū ma<br><br>Haven't/Didn't you read the book?","你沒看書嗎？你没看书吗？"
"你看書了沒有？<br><br>你看书了没有？nǐ kàn shū le méi yǒu<br><br>Have/Did you read the book or not?","你看書了沒有？你看书了没有？"
"你看書了沒看？<br><br>你看书了没看？nǐ kàn shū le méi kàn<br><br>Have/Did you read the book or not?","你看書了沒看？你看书了没看？"
"我是昨天買的書。<br><br>我是昨天买的书。wǒ shì zuó tiān mǎi de shū<br><br>I bought the book yesterday.","我是昨天買的書。我是昨天买的书。"
"我是在那家書店買的書。<br><br>我是在那家书店买的书。wǒ shì zài nà jiā shū diàn mǎi de shū<br><br>I bought the book at that bookstore.","我是在那家書店買的書。我是在那家书店买的书。"
"我是跟我姐姐去買的書。<br><br>我是跟我姐姐去买的书。wǒ shì gēn wǒ jie jie qù mǎi de shū<br><br>I went with my older sister to buy the book.","我是跟我姐姐去買的書。我是跟我姐姐去买的书。"
"這本書是我買的。<br><br>这本书是我买的。zhè běn shū shì wǒ mǎi de<br><br>I bought this book.","這本書是我買的。这本书是我买的。"
"我是從法國來的，不是從英國來的。<br><br>我是从法国来的，不是从英国来的。wǒ shì cóng fà guó lái de bù shì cóng yīng guó lái de<br><br>I come from France, I don't come from England.","我是從法國來的，不是從英國來的。我是从法国来的，不是从英国来的。"
"我昨天是在餐廳吃的晚飯。<br><br>我昨天是在餐厅吃的晚饭。wǒ zuó tiān shì zài cān tīng chī de wǎn fàn<br><br>I ate dinner at a restaurant yesterday.","我昨天是在餐廳吃的晚飯。我昨天是在餐厅吃的晚饭。"
"今天我是跟朋友一塊吃的中飯。<br><br>今天我是跟朋友一块吃的中饭。jīn tiān wǒ shì gēn péng yǒu yī kuài chī de zhōng fàn<br><br>Today I ate lunch with my friend.","今天我是跟朋友一塊吃的中飯。今天我是跟朋友一块吃的中饭。"
"你要不要到他那裏去？<br><br>你要不要到他那里去？nǐ yào bù yào dào tā nà lǐ qù<br><br>Do you want to go to his place or not?","你要不要到他那裏去？你要不要到他那里去？"
"李先生家在美國。<br><br>李先生家在美国。li xiān shēng jiā zài měi guó<br><br>Mr. Li's family is in America.","李先生家在美國。李先生家在美国。"
"他在臺北工作。<br><br>他在台北工作。tā zài tái běi gōng zuò<br><br>He works in Taipei.","他在臺北工作。他在台北工作。"
"他的手機號碼是多少？<br><br>他的手机号码是多少？tā de shǒu jī hào mǎ shì duō shǎo<br><br>What's his mobile phone number?","他的手機號碼是多少？他的手机号码是多少？"
"你的電話幾號？<br><br>你的电话几号？nǐ de diàn huà jǐ hào<br><br>What's your telephone number?","你的電話幾號？你的电话几号？"
"我覺得做飯真麻煩！<br><br>我觉得做饭真麻烦！wǒ jué de zuò fàn zhēn má fan<br><br>I think cooking is really troublesome!","我覺得做飯真麻煩！我觉得做饭真麻烦！"
"臺北有不少外國人。<br><br>台北有不少外国人。tái běi yǒu bù shǎo wài guó rén<br><br>There are a lot of foreigners in Taipei.","臺北有不少外國人。台北有不少外国人。"
"學校附近有很多不錯的小館子。<br><br>学校附近有很多不错的小馆子。xué xiào fù jìn yǒu hěn duō bù cuò de xiǎo guǎn zi<br><br>There are many nice small restaurants around the school.","學校附近有很多不錯的小館子。学校附近有很多不错的小馆子。"
"超級市場在我家附近，買東西非常方便。<br><br>超级市场在我家附近，买东西非常方便。chāo jí shì chǎng zài wǒ jiā fù jìn mǎi dōng xī fēi cháng fāng biàn<br><br>The supermarket is close to my house, it is very convenient to buy things.","超級市場在我家附近，買東西非常方便。超级市场在我家附近，买东西非常方便。"
"這是我的房間。<br><br>这是我的房间。zhè shì wǒ de fáng jiān<br><br>This is my room.","這是我的房間。这是我的房间。"
"他在房間裏看書。<br><br>他在房间里看书。tā zài fáng jiān lǐ kàn shū<br><br>He is reading in the room.","他在房間裏看書。他在房间里看书。"
"筷子在你右邊，湯匙在你左邊。<br><br>筷子在你右边，汤匙在你左边。kuài zi zài nǐ yòu biān tāng chí zài nǐ zuǒ biān<br><br>The chopsticks are on your right, and the spoon is on your left.","筷子在你右邊，湯匙在你左邊。筷子在你右边，汤匙在你左边。"
"你的東西都在裏面。<br><br>你的东西都在里面。nǐ de dōng xi dōu zài lǐ miàn<br><br>All your things are in there.","你的東西都在裏面。你的东西都在里面。"
"今天市場裏的人真不少。<br><br>今天市场里的人真不少。jīn tiān shì chǎng lǐ de rén zhēn bù shǎo<br><br>There are a lot of people at the market today.","今天市場裏的人真不少。今天市场里的人真不少。"
"我的車在外面。<br><br>我的车在外面。wǒ de chē zài wài miàn<br><br>My car is outside.","我的車在外面。我的车在外面。"
"在臺北，有些咖啡店可以上網。<br><br>在台北，有些咖啡店可以上网。zài tái běi yǒu xiē kā fēi diàn kě yǐ shàng wǎng<br><br>There are some coffee shops in Taipei that provide internet connections.","在臺北，有些咖啡店可以上網。在台北，有些咖啡店可以上网。"
"我的杯子在哪裏？<br><br>我的杯子在哪里？wǒ de bēi zi zài nǎ lǐ<br><br>Where is my cup?","我的杯子在哪裏？我的杯子在哪里？"
"這裡有兩雙筷子，哪雙是我的？<br><br>这里有两双筷子，哪双是我的？zhè li yǒu liǎng shuāng kuài zi nǎ shuāng shì wǒ de<br><br>There are two pairs of chopsticks, which one is mine?","這裡有兩雙筷子，哪雙是我的？这里有两双筷子，哪双是我的？"
"聽説那裏的東西很便宜，是真的嗎？<br><br>听说那里的东西很便宜，是真的吗？tīng shuō nà lǐ de dōng xi hěn pián yi shì zhēn de ma<br><br>I heard the goods there are very cheap, is that so?","聽説那裏的東西很便宜，是真的嗎？听说那里的东西很便宜，是真的吗？"
"我女兒想當老師。<br><br>我女儿想当老师。wǒ nǚ ér xiǎng dāng lǎo shī<br><br>My daughter wants to be a teacher.","我女兒想當老師。我女儿想当老师。"
"我兒子在電腦公司當工程師。<br><br>我儿子在电脑公司当工程师。wǒ ér zi zài diàn nǎo gōng sī dāng gōng chéng shī<br><br>My son is an engineer at a computer company.","我兒子在電腦公司當工程師。我儿子在电脑公司当工程师。"
"這間屋子裡有一張桌子和兩把椅子。<br><br>这间屋子里有一张桌子和两把椅子。zhè jiān wū zi li yǒu yī zhāng zhuō zi hé liǎng bǎ yǐ zi<br><br>There are one table and two chairs in this room.","這間屋子裡有一張桌子和兩把椅子。这间屋子里有一张桌子和两把椅子。"
"大的在上面，小|的在下面。dà de zài shàng miàn xiǎo de zài xià miàn<br><br>Big ones are on top, small ones are down below.","大的在上面，小的在下面。"
"你的眼鏡在桌子上。<br><br>你的眼镜在桌子上。nǐ de yǎn jìng zài zhuō zi shàng<br><br>Your glasses are on the table.","你的眼鏡在桌子上。你的眼镜在桌子上。"
"對了！她的名字是美玉。<br><br>对了！她的名字是美玉。duì le tā de míng zì shì měi yù<br><br>Oh I remember!  Her name is Meiyu.","對了！她的名字是美玉。对了！她的名字是美玉。"
"你渴不渴？要不要喝點水？<br><br>你渴不渴？要不要喝点水？nǐ kě bù kě yào bù yào hē diǎn shuǐ<br><br>Are you thirsty?  Would you like some water?","你渴不渴？要不要喝點水？你渴不渴？要不要喝点水？"
"每張桌子上都有菜單。<br><br>每张桌子上都有菜单。měi zhāng zhuō zi shàng dū yǒu cài dān<br><br>There is a menu on each table.","每張桌子上都有菜單。每张桌子上都有菜单。"
"果汁在這邊，啤酒在那邊。<br><br>果汁在这边，啤酒在那边。guǒ zhī zài zhè biān pí jiǔ zài nà biān<br><br>Juice is here, and beer is over there.","果汁在這邊，啤酒在那邊。果汁在这边，啤酒在那边。"
"你家在哪邊？<br><br>你家在哪边？nǐ jiā zài nǎ biān<br><br>Where is your home?","你家在哪邊？你家在哪边？"
"我家在公司旁邊。<br>我家在公司旁边。wǒ jiā zài gōng sī páng biān<br>My house is next to my company.","我家在公司旁邊。我家在公司旁边。"
"如果你喜歡吃魚，我們可以點一條糖醋魚。<br>如果你喜欢吃鱼，我们可以点一条糖醋鱼。rú guǒ nǐ xǐ huan chī yú wǒ men kě yǐ diǎn yī tiáo táng cù yú<br>If you like fish, we can order sweet and sour fish.","如果你喜歡吃魚，我們可以點一條糖醋魚。如果你喜欢吃鱼，我们可以点一条糖醋鱼。"
"這家餐館的海鮮非常新鮮。<br>这家餐馆的海鲜非常新鲜。zhè jiā cān guǎn de hǎi xiān fēi cháng xīn xiān<br>The seafood at this restaurant is very fresh.","這家餐館的海鮮非常新鮮。这家餐馆的海鲜非常新鲜。"
"我朋友告訴我，他認識一位很有名的律師。<br>我朋友告诉我，他认识一位很有名的律师。wǒ péng yǒu gào su wǒ tā rèn shí yī wèi hěn yǒu míng de lǜ shī<br>My friend told me that he knows a very famous lawyer.","我朋友告訴我，他認識一位很有名的律師。我朋友告诉我，他认识一位很有名的律师。"
"請告訴我你的電子信箱。<br>请告诉我你的电子信箱。qǐng gào su wǒ nǐ de diàn zǐ xìn xiāng<br>Please tell me your e-mail address.","請告訴我你的電子信箱。请告诉我你的电子信箱。"
"你在前面，我在你後面。<br>你在前面，我在你后面。nǐ zài qián miàn wǒ zài nǐ hòu miàn<br>You are in front, and I am behind you.","你在前面，我在你後面。你在前面，我在你后面。"
"老闆，我們要結帳。<br>老板，我们要结帐。lǎo bǎn wǒ men yào jié zhàng<br>Sir, we would like to pay the bill now.","老闆，我們要結帳。老板，我们要结帐。"
"請問，洗手間在哪裏？<br>请问，洗手间在哪里？qǐng wèn xǐ shǒu jiān zài nǎ lǐ<br>Excuse me, where is teh washroom?","請問，洗手間在哪裏？请问，洗手间在哪里？"
"右邊的杯子是你的，左邊的是我的，中間的這個杯子是誰的？<br>右边的杯子是你的，左边的是我的，中间的这个杯子是谁的？yòu biān de bēi zi shì nǐ de zuǒ biān de shì wǒ de zhōng jiān de zhè ge bēi zi shì sheí de<br>The cup on the right is yours, the one on the left is mine, but whose is this middle cup?","右邊的杯子是你的，左邊的是我的，中間的這個杯子是誰的？右边的杯子是你的，左边的是我的，中间的这个杯子是谁的？"
"我不在臺北。<br>我不在台北。wǒ bù zài tái běi<br>I'm not in Taipei.","我不在臺北。我不在台北。"
"我父母都在美國。<br>我父母都在美国。wǒ fù mǔ dōu zài měi guó<br>My parents are both in America.","我父母都在美國。我父母都在美国。"
"王先生不在家，他在公司。wáng xiān shēng bù zài jiā tā zài gōng sī<br>Mr. Wang isn't at home, he's at the company.","王先生不在家，他在公司。"
"你的筆不在桌子上面。<br>你的笔不在桌子上面。nǐ de bǐ bù zài zhuō zi shàng miàn<br>Your pen isn't on the table.","你的筆不在桌子上面。你的笔不在桌子上面。"
"孩子在房間裏。<br>孩子在房间里。hái zi zài fáng jiān lǐ<br>The child is in the house.","孩子在房間裏。孩子在房间里。"
"王先生家在公司附近。wáng xiān shēng jiā zài gōng sī fù jìn<br>Mr. Wang's house is close to the company.","王先生家在公司附近。"
"超級市場在前面。<br>超级市场在前面。chāo jí shì chǎng zài qián miàn<br>The supermarket is in front.","超級市場在前面。超级市场在前面。"
"餐巾紙在那邊。<br>餐巾纸在那边。cān jīn zhǐ zài nà biān<br>The napkins are on that side.","餐巾紙在那邊。餐巾纸在那边。"
"衛生紙在哪邊？<br>卫生纸在哪边？wèi shēng zhǐ zài nǎ biān<br>On which side is the toilet paper?","衛生紙在哪邊？卫生纸在哪边？"
"你的書不在我這裡。<br>你的书不在我这里。nǐ de shū bù zài wǒ zhè lǐ<br>Your book is not here with me.","你的書不在我這裡。你的书不在我这里。"
"我的錢都在我太太那裏。<br>我的钱都在我太太那里。wǒ de qián dōu zài wǒ tài tài nà lǐ<br>All of my money is with my wife.","我的錢都在我太太那裏。我的钱都在我太太那里。"
"你的帽子不在這裡，大概在李先生那裏。<br>你的帽子不在这里，大概在李先生那里。nǐ de mào zi bù zài zhè lǐ dà gài zài li xiān shēng nà lǐ<br>Your hat isn't here, it's probably with Mr. Li.","你的帽子不在這裡，大概在李先生那裏。你的帽子不在这里，大概在李先生那里。"
"妹妹在爸爸旁邊，弟弟在媽媽後面。<br>妹妹在爸爸旁边，弟弟在妈妈后面。mèi mei zài bà ba páng biān dì di zài mā ma hòu miàn<br>My little sister is beside my father, my little brother is behind my mother.","妹妹在爸爸旁邊，弟弟在媽媽後面。妹妹在爸爸旁边，弟弟在妈妈后面。"
"我的隨身聽在你那裏。<br>我的随身听在你那里。wǒ de suí shēn tīng zài nǐ nà lǐ<br>My walkman is with you.","我的隨身聽在你那裏。我的随身听在你那里。"
"前面的車。<br>前面的车。qián miàn de chē<br>The car in front.","前面的車。前面的车。"
"左邊的湯匙是我的，右邊的湯匙是你的。<br>左边的汤匙是我的，右边的汤匙是你的。zuǒ biān de tāng chí shì wǒ de yòu biān de tāng chí shì nǐ de<br>The spoon on the left is mine, the spoon on the right is yours.","左邊的湯匙是我的，右邊的湯匙是你的。左边的汤匙是我的，右边的汤匙是你的。"
"上面的草莓大，下面的草莓比較小。<br>上面的草莓大，下面的草莓比较小。shàng miàn de cǎo méi dà xià miàn de cǎo méi bǐ jiào xiǎo<br>The upper strawberries are big, the lower strawberries are smaller.","上面的草莓大，下面的草莓比較小。上面的草莓大，下面的草莓比较小。"
"劉先生不喜歡英國，因爲那裏的人都不懂中文。<br>刘先生不喜欢英国，因为那里的人都不懂中文。liú xiān shēng bù xǐ huan yīng guó yīn wèi nà lǐ de rén dōu bù dǒng zhōng wén<br>Mr Liu doesn't like England because none of the people there understand Chinese.","劉先生不喜歡英國，因爲那裏的人都不懂中文。刘先生不喜欢英国，因为那里的人都不懂中文。"
"旁邊的那兩位客人在吃什麽？<br>旁边的那两位客人在吃什么？páng biān de nà liǎng wèi kè rén zài chī shén me<br>What are those two customers beside me eating?","旁邊的那兩位客人在吃什麽？旁边的那两位客人在吃什么？"
"我很喜歡公司後面的那個小館子，那裡的東西又好吃又便宜。<br>我很喜欢公司后面的那个小馆子，那里的东西又好吃又便宜。wǒ hěn xǐ huan gōng sī hòu miàn dì nà ge xiǎo guǎn zi nà lǐ de dōng xi yòu hào chī yòu pián yi<br>I really like that little restaurant in front of the company, their food is both good and cheap.","我很喜歡公司後面的那個小館子，那裡的東西又好吃又便宜。我很喜欢公司后面的那个小馆子，那里的东西又好吃又便宜。"
"桌子上面的那本英文書是我爸爸的。<br>桌子上面的那本英文书是我爸爸的。zhuō zi shàng miàn de nà běn yīng wén shū shì wǒ bà ba de<br>That English book on the table is my father's.","桌子上面的那本英文書是我爸爸的。桌子上面的那本英文书是我爸爸的。"
"你的那輛舊車不在我這裡，在小王那裡。<br>你的那辆旧车不在我这里，在小王那里。nǐ de nà liàng jiù chē bù zài wǒ zhè lǐ zài xiǎo wáng nà lǐ<br>That old car of yours isn't with me, it's with the Wang boy.","你的那輛舊車不在我這裡，在小王那裡。你的那辆旧车不在我这里，在小王那里。"
"你買的那兩件新衣服都在後面的房間裏。<br>你买的那两件新衣服都在后面的房间里。nǐ mǎi de nà liǎng jiàn xīn yī fú dōu zài hòu miàn de fáng jiān lǐ<br>The two new pieces of clothing that you bought are both in the back room.","你買的那兩件新衣服都在後面的房間裏。你买的那两件新衣服都在后面的房间里。"
"臺灣有很多水果。<br>台湾有很多水果。tái wān yǒu hěn duō shuǐ guǒ<br>Taiwan has a lot of fruit.","臺灣有很多水果。台湾有很多水果。"
"桌子上沒有筆。<br>桌子上没有笔。zhuō zi shàng méi yǒu bǐ<br>There aren't any pens on the table.","桌子上沒有筆。桌子上没有笔。"
"我們公司附近有一些不錯的小館子。<br>我们公司附近有一些不错的小馆子。wǒ men gōng sī fù jìn yǒu yī xiē bù cuò de xiǎo guǎn zi<br>Near our company there are a some good little restaurants.","我們公司附近有一些不錯的小館子。我们公司附近有一些不错的小馆子。"
"你前面有餐巾紙。<br>你前面有餐巾纸。nǐ qián miàn yǒu cān jīn zhǐ<br>There are napkins in front of you.","你前面有餐巾紙。你前面有餐巾纸。"
"教室裏有地圖。<br>教室里有地图。jiào shì lǐ yǒu dì tú<br>There's a map in the classroom.","教室裏有地圖。教室里有地图。"
"你們家有泡麵。<br>你们家有泡面。nǐ men jiā yǒu pào miàn<br>You have instant noodles at your house.","你們家有泡麵。你们家有泡面。"
"你的書房裏有電腦。<br>你的书房里有电脑。nǐ de shū fáng li yǒu diàn nǎo<br>There's a computer in your den.","你的書房裏有電腦。你的书房里有电脑。"
"洗手間有衛生紙。<br>洗手间有卫生纸。xǐ shǒu jiān yǒu wèi shēng zhǐ<br>There's toilet paper in the restroom.","洗手間有衛生紙。洗手间有卫生纸。"
"學校附近有速食店。<br>学校附近有速食店。xué xiào fù jìn yǒu sù shí diàn<br>There's a fast food restaurant near the school.","學校附近有速食店。学校附近有速食店。"
"他在餐廳工作。<br>他在餐厅工作。tā zài cān tīng gōng zuò<br>He works in a restaurant.","他在餐廳工作。他在餐厅工作。"
"我不常在家吃飯。<br>我不常在家吃饭。wǒ bù cháng zài jiā chī fàn<br>I don't often eat at home.","我不常在家吃飯。我不常在家吃饭。"
"我不在超級市場買青菜。<br>我不在超级市场买青菜。wǒ bù zài chāo jí shì chǎng mǎi qīng cài<br>I don't buy vegetables at the supermarket.","我不在超級市場買青菜。我不在超级市场买青菜。"
"她在一家電腦公司當工程師。<br>她在一家电脑公司当工程师。tā zài yī jiā diàn nǎo gōng sī dāng gōng chéng shī<br>She works as an engineer at a computer company.","她在一家電腦公司當工程師。她在一家电脑公司当工程师。"
"陳小姐在美國當律師。<br>陈小姐在美国当律师。chén xiǎo jiě zài měi guó dāng lǜ shī<br>Miss. Chen works as a lawyer in America.","陳小姐在美國當律師。陈小姐在美国当律师。"
"在臺北，很多人會說英文。<br>在台北，很多人会说英文。zài tái běi hěn duō rén huì shuō yīng wén<br>In Taipei, a lot of people can speak English.","在臺北，很多人會說英文。在台北，很多人会说英文。"
"在車上，你不可以抽菸。<br>在车上，你不可以抽烟。zài chē shàng nǐ bù kě yǐ chōu yān<br>You can't smoke in the car.","在車上，你不可以抽菸。在车上，你不可以抽烟。"
"您是張先生吧？<br>您是张先生吧？nín shì zhāng xiān shēng ba<br>You must be Mr. Zhang?","您是張先生吧？您是张先生吧？"
"好久不見，你最近很忙吧？<br>好久不见，你最近很忙吧？hǎo jiǔ bù jiàn nǐ zuì jìn hěn máng ba<br>Long time no see, you've been busy, haven't you?","好久不見，你最近很忙吧？好久不见，你最近很忙吧？"
"你在臺灣工作，中文一定說得很好吧？<br>你在台湾工作，中文一定说得很好吧？nǐ zài tái wān gōng zuò zhōng wén yī dìng shuō de hěn hǎo ba<br>You work in Taiwan, you must speak Chinese very well, right?","你在臺灣工作，中文一定說得很好吧？你在台湾工作，中文一定说得很好吧？"
"今天我不能喝酒，給我一瓶礦泉水吧！<br>今天我不能喝酒，给我一瓶矿泉水吧！jīn tiān wǒ bù néng hē jiǔ gěi wǒ yī píng kuàng quán shuǐ ba<br>I can't drink today, how about giving me a bottle of mineral water!","今天我不能喝酒，給我一瓶礦泉水吧！今天我不能喝酒，给我一瓶矿泉水吧！"
"我想吃點東西。<br>我想吃点东西。wǒ xiǎng chī diǎn dōng xi<br>I want to eat something.","我想吃點東西。我想吃点东西。"
"我不太餓，只想喝點湯。<br>我不太饿，只想喝点汤。wǒ bù tài è zhǐ xiǎng hē diǎn tāng<br>I'm not very hungry, I just want some soup.","我不太餓，只想喝點湯。我不太饿，只想喝点汤。"
"現在橘子都很甜，你買點橘子吧。<br>现在橘子都很甜，你买点橘子吧。xiàn zài jú zi dōu hěn tián nǐ mǎi diǎn jú zi ba<br>Oranges are all very sweet now, why don't you buy some oranges.","現在橘子都很甜，你買點橘子吧。现在橘子都很甜，你买点橘子吧。"
"陳老闆賣報紙，也賣點小東西。<br>陈老板卖报纸，也卖点小东西。chén lǎo bǎn mài bào zhǐ yě mài diǎn xiǎo dōng xi<br>Boss Chen sells newspapers, and he also sells a few other things.","陳老闆賣報紙，也賣點小東西。陈老板卖报纸，也卖点小东西。"
"你可以在學校前面做點小生意。<br>你可以在学校前面做点小生意。nǐ kě yǐ zài xué xiào qián miàn zuò diǎn xiǎo shēng yì<br>You can do a little business in front of the school.","你可以在學校前面做點小生意。你可以在学校前面做点小生意。"
"我今天下午一點鐘有課。<br>我今天下午一点钟有课。wǒ jīn tiān xià wǔ yī diǎn zhōng yǒu kè<br>I have class this afternoon at one o'clock.","我今天下午一點鐘有課。我今天下午一点钟有课。"
"現在是三點半。<br>现在是三点半。xiàn zài shì sān diǎn bàn<br>It's now three thirty.","現在是三點半。现在是三点半。"
"我們還沒下課呢。<br>我们还没下课呢。wǒ men hái méi xià kè ne<br>We haven't finished class yet.","我們還沒下課呢。我们还没下课呢。"
"你在哪裏下車？<br>你在哪里下车？nǐ zài nǎ lǐ xià chē<br>Where do you get off?","你在哪裏下車？你在哪里下车？"
"我明天沒有課。<br>我明天没有课。wǒ míng tiān méi yǒu kè<br>I don't have any classes tomorrow.","我明天沒有課。我明天没有课。"
"這課不太難。<br>这课不太难。zhè kè bù tài nán<br>This lesson isn't very difficult.","這課不太難。这课不太难。"
"我每天學兩個鐘頭的中文。<br>我每天学两个钟头的中文。wǒ měi tiān xué liǎng gè zhōng tóu de zhōng wén<br>Every day I study Chiense for two hours.","我每天學兩個鐘頭的中文。我每天学两个钟头的中文。"
"他是跟朋友一起來的。<br>他是跟朋友一起来的。tā shì gēn péng yǒu yī qǐ lái de<br>He came together with his friends.","他是跟朋友一起來的。他是跟朋友一起来的。"
